No,Location,No Spaces,Exact Location,Tariff,Hours of Operation,Clr-Way,X_Value,Y_Value,Zone
6270,Grosvenor Road,128 P&D / DP (Total),At Number 23,€1.60,Mon-Fri 08.00-18.30,FALSE,315214.4646,231228.9395,Green
6271,St. Anne's Road North,16 P&D + 16 DP,Off Drumcondra Rd.,€1.60,Mon-Sat 07.00-24.00,FALSE,315969.2631,236139.0827,Green
6272,Castlewood Park,74 P&D / DP,Corner of Castlewood Ave,€2.70,Mon-Sat 07.00-19.00,FALSE,315752.6235,231623.418,Red
6274,Richmond Hill,14 P&D / DP,Opposite Military Rd,€2.70,Mon-Sun 07.00-24.00,FALSE,315818.3506,232148.8274,Red
6275,Arran Quay,4 P & D,mid way on street,€2.70,Mon-Sat 07.00-19.00,FALSE,314673.96,234289.55,Red
6276,Eglinton Road,80 P&D / DP (Total),At Number 30,€2.70,Mon-Sat 07.00-19.00,FALSE,317479,231213,Red
6277,Leo Street,38 P&D / DP,Corner of Josephine St,€3.20,Mon-Sun 07.00-24.00,FALSE,315610,235684,Yellow
6278,Main Street Ballymum,17 P/D + 1 disabled bay,outside DCC  civic centre,€1.00,Mon-Sat 10.00-16.00,TRUE,315536.05,239677.92,Orange
6279,St. John's Road East,63 P&D / DP,Opposite Strand House / Junction Of Strand Mews,€1.00,Mon-Sun 07.00-24.00,FALSE,319462,231992,Orange
6280,Ardee Road,26 P&D / DP,Junction with Williams Park,€2.70,Mon-Sun.07.00-24.00,FALSE,315526.38,231945.91,Red
6281,Herbert Avenue,15 P&D / DP,Opposite Number 4,€1.00,Mon-Sun 07.00-24.00,FALSE,319420,231084,Orange
6282,Leeson Park,104 P&D / DP (Total),Corner Of Winton Road,€2.70,Mon-Fri 08.00-18.30,FALSE,316538.6669,232292.6152,Red
6283,Eccles Street,36 P&D + 16 DP (Total),Opp. Mater Hospital,€3.20,Mon-Sat 07.00-19.00,FALSE,315584.67,235542.14,Yellow
6284,Malahide Road,16 P&D,At Number 8,€1.00,Mon-Sat 10.00-19.00,TRUE,317940,236454,Orange
6285,Wellington Street Lower,22 P&D / DP,Opposite No. 3,€3.20,Mon-Sun 07.00-24.00,FALSE,315494,235308,Yellow
6286,Sandymount Road,12 P&D / PP,O/s Church at Leahy's Terrace,€1.00,Mon-Fri 07.00-19.00,FALSE,318617,233184,Orange
6287,Lombard Street West,106 P&D / PP,opp. No.38,€2.70,Mon-Sun  07.00-24.00,FALSE,315029.4,232893.88,Red
6288,St. Kevin's Parade,110 P&D,No 27,€2.70,Mon-Sun 07.00-24.00,FALSE,315106.3826,232904.8284,Red
6289,Royal Canal Bank,58 P&D / DP,At Number 1,€1.60,Mon-Sun 07.00-24.00,FALSE,315146,235932,Green
6290,Belv1idere Road,15 P&D / DP,Number 12,€1.60,Mon-Sun 07.00-24.00,FALSE,315927.7663,235820.6549,Green
6291,Hill Street,39 P&D / DP,Corner of Grenville St at flats,€3.20,Mon-Sat 07.00-19.00,FALSE,315924.6662,235259.6142,Yellow
6293,Sandymount Village,46 P&D / DP (Total),At Seafort Avenue,€1.00,Mon-Sat 07.00-24.00,FALSE,318945.6485,232844.8121,Orange
6294,North Circular Road,11 P&D / PP,511 NCRd.,€2.70,Mon-Sat 07.00-24.00,FALSE,315868.44,235771.11,Red
6295,Nutley Lane,46 P&D / DP (Total),Opposite Cul-de-sac,€1.60,Mon-Sat 07.00-19.00,FALSE,318801.4363,230994.8526,Green
6296,Serpentine Avenue,60 P&D / DP (Total),Opposite no 15,€2.70,Mon-Fri 07.00-19.00,FALSE,318241.7086,232377.0136,Red
6297,Sherrard Street,31 P&D / DP,Opposite Number 3,€2.70,Mon-Fri 08.00-18.30,FALSE,315899.0176,235656.8127,Red
6298,Herbert Park,198 P&D / DP (Total),At Park,€2.70,Mon-Fri 08.00-18.30,FALSE,317717.5426,232347.5093,Red
6299,Herbert Park,198 P&D / PP,,€2.70,Mon-Fri 08.00-18.30,FALSE,317595.11,232212.72,Red
6300,Loftus Lane,18 P&D (Total),Opp Car Park,€3.20,Mon-Sat 07.00-19.00,FALSE,315390.2184,234798.9941,Yellow
6301,Castle Street,14 P&D+2 disabled,Off Werburgh Street,€3.20,Mon-Sat 07.00-19.00,FALSE,315304.5909,233930.7622,Yellow
6302,John Dillon Street,66 P&D / DP (Total),Iveagh Market,€3.20,Mon-Fri 08.00-18.30,FALSE,315013.6125,233801.1897,Yellow
6303,Bride Road,18 P&D,Iveagh Baths,€3.20,Mon-Sat 07.00-19.00,FALSE,315185.5061,233735.5601,Yellow
6304,Adelaide Road,71 P&D + 14 DP (Total),No 25-28,€3.20,Mon-Sat 07.00-19.00,FALSE,316240.7657,232733.9062,Yellow
6305,Pembroke Street Lower,28 P&D + 4 DP (Total),Number 2-3,€3.20,Mon-Sat 07.00-19.00,FALSE,316495.6387,233279.6616,Yellow
6306,Pembroke Street Upper,12 P&D + 13 DP,Pier 32 Bar & Restaurant,€3.20,Mon-Sat 07.00-19.00,FALSE,316332.9764,233006.5966,Yellow
6307,Fitzwilliam Place,94 P&D + 7 DP (Total),No 1,€3.20,Mon-Sat 07.00-19.00,FALSE,316539.7364,232969.915,Yellow
6308,Fenian Street,38 P&D + 9 DP (Total),Opposite IIB Bank,€3.20,Mon-Sat 07.00-19.00,FALSE,316869.8199,233746.324,Yellow
6309,Blessington Street,49 P&D / DP (Total),Number 68,€3.20,Mon-Sat 07.00-24.00,FALSE,315438.3661,235399.4628,Yellow
6310,Carlingford Road,117  + 3 disabled,Jct Glenarm Avenue,€1.60,Mon-Sun 07.00-24.00,FALSE,316054,236522,Green
6311,Denmark Street Great,30 P&D (Total),No 18,€3.20,Mon-Sat 07.00-19.00,FALSE,315812.9648,235311.4153,Yellow
6312,Frederick Street North,23 P&D (Total),No 28,€3.20,Mon-Sat 07.00-19.00,FALSE,315602.6824,235281.7058,Yellow
6313,Henrietta Street,34 P&D,Opposite King's Inns Pub,€3.20,Mon-Sat 07.00-19.00,FALSE,315294.3317,234923.8299,Yellow
6314,Britain Street Little,4 P&D + 6 DP,Russell Court Appartments,€3.20,Mon-Sat 07.00-19.00,FALSE,315258.1636,234605.8122,Yellow
6315,Green Street,25 P&D,,€3.20,Mon-Sat 07.00-19.00,FALSE,315222.83,234651.42,Yellow
6316,Arran Street East,5 P&D + 12 DP,Opposite Number 3,€3.20,Mon-Sun 07.00-24.00,FALSE,315260.8528,234264.4283,Yellow
6317,Merchant's Quay,38 P&D (Total),"Liffeyside, Opposite meter 369",€3.20,Mon-Sat 07.00-19.00,FALSE,315011.2355,234133.7328,Yellow
6318,Hatch Street Upper,57 P&D (Total),UCD,€3.20,Mon-Sat 07.00-19.00,FALSE,315984.1656,232910.5168,Yellow
6319,Hatch Street Upper,57 P&D (Total),Styne House,€3.20,Mon-Sat 07.00-19.00,FALSE,315847.1633,232920.9557,Yellow
6320,Charlemont Street,27 P&D + 3 DP (Total),No 64,€3.20,Mon-Sat 07.00-19.00,FALSE,315900.5342,232600.0092,Yellow
6321,Leeson Lane,12 P&D,Opposite Number 4 / At Entrance To TSB,€3.20,Mon-Sat 07.00-19.00,FALSE,316226,233153,Yellow
6322,Burlington Road,144 P&D / DP (Total),Ark Life Assurance,€3.20,Mon-Fri 08.00-18.30,FALSE,316927.1994,232673.4434,Yellow
6323,Hogan Place,12 P&D / DP,Junction Of Harmony Row,€3.20,Mon-Fri 08.00-18.30,FALSE,316968.5498,233715.7549,Yellow
6324,Mount Street Lower,38 P&D + 1 DP (Total),American College Dublin,€3.20,Mon-Sat 07.00-19.00,FALSE,317026.8038,233457.4579,Yellow
6325,Townsend Street,27 P&D + 1 DP (Total),at flats,€3.20,Mon-Sat 07.00-19.00,FALSE,316616.0116,234214.0017,Yellow
6326,Burlington Road,144 P&D / DP (Total),Annabel's Club split DP,€3.20,Mon-Fri  08.00-18.30,FALSE,316800.0795,232517.1044,Yellow
6327,Burlington Road,144 P&D / DP (Total),East of Southside Mespil Road,€3.20,Mon-Fri 08.00-18.30,FALSE,316865.0211,232752.843,Yellow
6328,Elgin Road,112 P&D / DP (Total),The church,€3.20,Mon-Fri 08.00-18.30,FALSE,317590.2608,232518.8333,Yellow
6329,Estate Cottages (Ballsbridge),9 P&D / DP,Junction Of Shelbourne Road / Outside Number 2,€3.20,Mon-Sun 07.00-24.00,FALSE,317858,232562,Yellow
6330,Eastmoreland Place,26 P&D / DP,Opposite AIB Bank / Junction Of Baggot Street,€3.20,Mon-Fri 08.00-18.30,FALSE,317140,232833,Yellow
6331,Fitzwilliam Place,94 P&D + 7 DP (Total),No 37,€3.20,Mon-Sat 07.00-19.00,FALSE,316464.65,232875.65,Yellow
6332,Fitzwilliam Street Upper,86 P&D + 7 DP (Total),No 36,€3.20,Mon-Fri 07.00-19.00,FALSE,316661.0807,233187.4906,Yellow
6333,Baggot Street Lower,97 P&D + 4 DP (Total),Francis Bacon House,€3.20,Mon-Sat 07.00-19.00,FALSE,316833.0659,233110.2383,Yellow
6334,Fitzwilliam Square North,75 P&D + 12 DP (Total),No 57,€3.20,Mon-Fri 07.00-19.00,FALSE,316493.216,233149.8779,Yellow
6335,Fitzwilliam Square North,75 P&D + 12 DP (Total),The Park,€3.20,Mon-Sat 07.00-19.00,FALSE,316509.203,233120.6971,Yellow
6336,Fitzwilliam Square West,24 P/D (Total),,€3.20,Mon-Sat 07.00-19.00,FALSE,316386,233075,Yellow
6337,Earlsfort Terrace,60 P&D / DP(Total),Concert Hall,€3.20,Mon-Sat 07.00-19.00,FALSE,316079.7646,233002.8366,Yellow
6338,Grand Canal Street Lower,29 P&D / DP (Total),Junction Of Grattan St / Opposite Number 8,€3.20,Mon-Fri 08.00-18.30,FALSE,317075.6547,233629.4098,Yellow
6339,Erne Street Upper,30 P&D / DP,Lighting Show room,€3.20,Mon-Sat 07.00-19.00,FALSE,316946.4521,233846.9498,Yellow
6340,Boyne Street,52 P&D / DP,Corner of Sandwith Street,€3.20,Mon-Sat 07.00 -19.00,FALSE,316845.8395,233843.9876,Yellow
6341,Shaw Street,10 P&D,At Railway Bridge,€3.20,Mon-Sat 07.00-19.00,FALSE,316459.3396,234196.6893,Yellow
6342,Castle Street,13 PD,O/s No. 29.,€3.20,Mon-Sat 07.00-19.00,FALSE,315419,233982,Yellow
6343,James Joyce Street,8 P&D,At Bank Of Ireland,€2.70,Mon-Sat 07.00-19.00,FALSE,316358.1641,234853.4089,Red
6344,Ballsbridge Terrace,9 P&D / DP,At Number 33,€2.70,Mon-Sun 07.00-24.00,FALSE,317836,232363,Red
6345,Camden Row,23 P&D / DP,"DIT, No. 25",€3.20,Mon-Sun 07.00-24.00,FALSE,315449.2275,233158.9832,Yellow
6346,Bishop Street,23 P&D,At Flats,€3.20,Mon-Sat 07.00-19.00,FALSE,315392.4741,233381.1772,Yellow
6347,Golden Lane,30 P&D + 8 DP (Total),At flats,€3.20,Mon-Sat 07.00-19.00,FALSE,315394.2741,233634.5451,Yellow
6348,Francis Street,43 P&D + 26 DP (Total),No 32,€3.20,Mon-Sat 07.00-19.00,FALSE,314948.4759,233746.1276,Yellow
6349,Cumberland Street North,21 P&D,Opposite Hill Street,€3.20,Mon-Fri 07.00-19.00 & Sat 14.00-17.00,FALSE,316042.7598,235076.5435,Yellow
6350,Chancery Place,13 P&D,At flats opp Four Courts,€3.20,Mon-Sat 07.00-19.00,FALSE,315113.5903,234246.7681,Yellow
6351,Synnott Place,24 P&D / DP,Corner of Dorset St,€3.20,Mon-Fri 08.00-18.30,FALSE,315733.3144,235700.6229,Yellow
6352,Mountjoy Square North,12 P&D / DP,"No 7-8, north side, east of Gardiner St Upr",€3.20,Mon-Sat 07.00-19.00,FALSE,316017.9854,235504.1194,Yellow
6353,Mountjoy Square East,35 P&D / DP (Total),Opposite No. 26,€2.70,Mon-Sat 07.00-19.00,FALSE,316143.8359,235474.7825,Red
6354,Ashfield Avenue,32 P&D / DP,Corner of Ashfield Road,€2.70,Mon-Sun 07.00-24.00,FALSE,316477.8209,231753.4185,Red
6355,Pleasants Street,13 P&D + 19 DP (Total),replaced meter 7066 26/7/2014,€3.20,Mon-Sun 07.00-24.00,FALSE,315392.4521,233025.8325,Yellow
6356,Pembroke Road,103 P&D / DP (Total),Number 18,€3.20,Mon-Sat 07.00-19.00,FALSE,317197,232805,Yellow
6357,Merrion Square East,49 P&D (Total),No 47,€3.20,Mon-Sat 07.00-19.00,FALSE,316803.4406,233441.7475,Yellow
6358,Anglesea Road,105 P&D / DP (Total),Near Public Light Number 9,€2.70,Mon-Sat 07.00-19.00,FALSE,317916.5022,232119.2588,Red
6359,Barrow Street,85 P&D / DP (Total),South of Eastside Gordon Street,€2.70,Mon-Sat 07.00-24.00,FALSE,317526.8999,233686.4509,Red
6360,Barrow Street,85 P&D DP (Total),Corner of Grand Canal Street,€2.70,Mon-Fri 08.00-18.30,FALSE,317485.9935,233430.6092,Red
6361,Berkeley Road,44 P&D / DP (Total),At St. Joseph's Church,€3.20,Mon-Sat 10.00-19.00,TRUE,315316,235561,yellow
6362,Commons Street,45 P&D / DP (Total),At Entrance To Car Park,€2.70,Mon-Fri 10.00-19.00 Sat. 07.00-19.00,TRUE,316850.22,234675.44,Red
6363,Creighton Street,34 P&D / DP,Number 13,€2.70,Mon-Sat 07.00-24.00,FALSE,316834.3863,234293.4411,Red
6364,Donnybrook Road,63 P&D + 51 DP (Total),Ulster Bank,€2.70,Mon-Sat 07.00-19.00,FALSE,317472.7835,231664.3617,Red
6365,Eglinton Terrace,42 P&D / DP,Junction of Donnybrook Road,€2.70,Mon-Sun 07.00-24.00,FALSE,317680,231540,Red
6366,Gardiner Place,22 P&D + 10 DP (Total),outside no.13,€3.20,Mon-Sat 07.00-19.00,FALSE,315907.02,235408.25,Yellow
6367,Gardiner Place,22 P&D + 10 DP (Total),"No 25, south side, east of Grenville Lane",€3.20,Mon-Sat 07.00-19.00,FALSE,315917.2727,235395.5168,Yellow
6368,Grattan Street,29 P&D / DP,Off Mount Street Lower,€3.20,Mon-Sat 07.00-19.00,FALSE,316997.3563,233521.4539,Yellow
6369,Haddington Road,145 P&D / DP (Total),The Hibernian,€3.20,Mon-Sat 07.00-19.00,FALSE,317116.3514,233038.8146,Yellow
6370,Hanbury Lane,21 P&D / DP,The Coombe,€2.70,Mon-Sat 07.00-19.00,FALSE,314505.5807,233788.5517,Red
6372,Haymarket,45 P&D /DP,Opposite Burgess Lane,€2.70,Mon-Sat 07.00-19.00,FALSE,314637,234413,Red
6374,Hume Street,42 P&D + 9 DP (Total),No 2/3,€3.20,Mon-Sat 07.00-19.00,FALSE,316270.6503,233358.7387,Yellow
6378,King's Inns Street,45 P&D (Total),At College,€3.20,Mon-Sat 07.00-19.00,FALSE,315382.4179,234861.496,Yellow
6379,Mark Street,25 P&D,Opp no 12,€3.20,Mon-Sat 07.00-19.00,FALSE,316515.8352,234199.4848,Yellow
6380,Merrion Square East,59 P&D (Total),Opp no 47,€3.20,Mon-Sat 07.00-19.00,FALSE,316779.6608,233437.314,Yellow
6381,Merrion Square North,35 P&D (Total),Opp no 22,€3.20,Mon-Sat 07.00-19.00,FALSE,316707.01,233629.74,Yellow
6382,Merrion Square West,65 P&D (Total),Opp Leinster House,€3.20,Mon-Sat 07.00-19.00,FALSE,316544.0709,233662.0238,Yellow
6383,Merrion Square West,65 P&D (Total),No 88,€3.20,Mon-Sat 07.00-19.00,FALSE,316520.2136,233670.7559,Yellow
6384,Merrion Street Upper,20 P&D,Opp no 80,€3.20,Mon-Sat 07.00-19.00,FALSE,316511,233605,Yellow
6385,Mount Eden Road,81 P&D / DP,Opp No. 1,€2.70,Mon-Sat 07.00-19.00,FALSE,317340.913,231752.1681,Red
6386,North Great Georges Street,81 P&D / DP,Number 46,€3.20,Mon-Sun 07.00-24.00,FALSE,315824.4952,235246.6188,Yellow
6387,Nutley Lane,46 P&D / DP (Total),At St. Vincent's Hospital,€1.60,Mon-Sat 07.00-19.00,FALSE,318879.59,231071.63,Green
6388,Oliver Bond Street,76 P&D / DP (Total),Good Counsel Centre,€2.70,Mon-Fri  08.00-18.30,FALSE,314815.7991,234007.6431,Red
6389,St. Mary's Road South,108 P&D / DP (Total),Junction Of Northumberland Road,€3.20,Mon-Sat 07.00-19.00,FALSE,317477.0752,233019.4672,Yellow
6390,Shelbourne Road,16 P&D + 34,opposite meter 290,€3.20,Mon-Sat 07.00-19.00,FALSE,317857.12,232731.29,Yellow
6391,Smithfield North (North King St End),45 P&D / DP (Total),Opposite The Cobblestone Pub,€2.70,Mon-Sat 07.00-19.00,FALSE,314729.11,234621.76,Red
6392,St. Joseph's Street,21 P&D,replaced 7314-31/7/2014,€3.20,Mon-Sun 07.00-24.00,FALSE,315620,235742,Yellow
6393,Sussex Road,9 P&D + 45 DP (Total),At the flats,€3.20,Mon-Sat 07.00-19.00,FALSE,316551.4731,232610.9584,Yellow
6394,Synge Street,112 P&D / DP (Total),At Grantham Street / No 50,€3.20,Mon-Sun 07.00-24.00,FALSE,315504.3837,232926.741,Yellow
6395,Temple Street North,34 P&D (Total),Opp Belveder College Car Park,€3.20,Mon-Sat 07.00-19.00,FALSE,315805.1119,235390.7209,Yellow
6396,Wilton Place,12 P&D + 60 DP (Total),Opp Number 6,€3.20,Mon-Sat 07.00-19.00,FALSE,316755,232938,Yellow
6397,Wolfe Tone Street,16 P&D + 14 DP (Total),New Apartments,€3.20,Mon-Sun 07.00-24.00,FALSE,315416.3007,234617.9421,Yellow
6398,Peter Row,14 P&D,At Light-Stand 2,€3.20,Mon-Sat 07.00-19.00,FALSE,315500.0554,233468.6521,Yellow
6399,Percy Place,121 P&D / DP (Total),Opp no 3,€3.20,Mon-Sat 07.00-19.00,FALSE,317245.764,233296.7051,Yellow
7954,Richmond Cottages,50 P+D/DP,back in service 13/01/2017,€1.60,Mon-Sun 07.00-24.00,FALSE,316570,235591,Green
9004,Pearse Street,90spaces in total,Opposite Machine #839,€2.70,Mon-Sat 07.00-19.00,FALSE,317257,233896,Red
9012,The Crescent (Marino),31 P&D / DP,Opposite No. 11,€1.00,Mon-Sat 07.00-24.00,FALSE,317992.7003,236421.6473,Orange
9023,Ballymun Main Street,,,€0.60,Mon-Fri 07.00-19.00,FALSE,315494.27,239746.73,Blue
9032,Simmonscourt Road,72 P&D / DP (Total),Entrance to RDS showgrounds,€2.70,Mon-Fri 08.00-18.30,FALSE,318062,231941,Red
9033,Glenarm Avenue,34 P&D / DP,Opposite Jct Hollybank Road,€1.60,Mon-Sun 07.00-24.00,FALSE,316078,236581,Green
9041,Donnybrook Road,63 P&D + 51 DP (Total),First Active,€2.70,Mon-Sat 07.00-19.00,FALSE,317524.4735,231659.3915,Red
9042,Donnybrook Road,63 P&D + 51 DP (Total),Near Shell Station at Brookvale Rd,€2.70,Mon-Sat 07.00-19.00,FALSE,317701.0636,231488.1665,Red
9045,Silogue Road,41 P&D total/ 26nose to kerb - 15 parallel,Supervalue,€1.00,Mon - Sat 07.00 - 19.00,FALSE,315410.37,239726.38,Orange
9056,Leinster Square,50 P&D,Across from number 7,€2.70,Mon-Sun 07.00-24.00,FALSE,315561,231735,Red
9070,Rathdown Road,130 P&D/DP total,,€2.70,Mon-Fri 07.00-19.00,FALSE,314539,235641,Red
9071,Greenmount Lane,11 P&D / DP,At Number 18,€1.60,Mon-Sat 07.00-24.00,FALSE,314748.4574,232286.6166,Green
9076,Hatch Street Upper,57 P&D (Total),Near College of Music,€3.20,Mon-Sat 07.00-19.00,FALSE,,,Yellow
9086,Victoria Quay,10 P&D,West Of Watling Street Bridge,€1.60,Mon-Sat 07.00-19.00,FALSE,314235.61,234276.63,Green
9088,South Circular Road,10 P&D / DP (Total),At Number 599,€1.60,Mon-Sat 07.00-19.00,FALSE,312847,233423,Green
9093,St. Mary's Place North,14 P&D (Total),At Christian Brothers' School,€3.20,Mon-Sat 07.00-19.00,FALSE,315423.7486,235175.9939,Yellow
9097,Marlborough Street,26 P&D (Total),Opp Car Park- At college,€3.20,,FALSE,315983.6377,234894.3615,Yellow
9099,Marlborough Place,13 P&D,"Parking suspended, Taxi's only",€3.20,Mon-Sat 07.00-19.00,FALSE,,,Yellow
9101,Anglesea Road,105 P&D / DP (Total),North of W'side Ailesbury Drive,€2.70,Mon-Sat 07.00-19.00,FALSE,317941.1413,231547.0652,Red
9107,Cork Street,76 P&D / DP (Total),Opposite Coombe Hospital,€1.60,Mon-Sat 07.00-19.00,FALSE,313972.1375,232989.3805,Green
9108,Cork Street,76 P&D / DP (Total),At Morrisey's Pub,€1.60,Mon-Sat 07.00-19.00,FALSE,314121.4265,233189.0698,Green
9110,Simmonscourt Road,72 P&D / DP (Total),Near Entrance To RDS Showgrounds,€2.70,Mon-Fri 08.00-18.30,FALSE,318192.0019,232037.0941,Red
9112,Elm Park Terrace,8 P&D / DP,Mayfield Road,€1.00,Mon-Sat 07.00-24.00,FALSE,314474.36,230327.8148,Orange
9114,Sandymount Village,46 P&D / DP (Total),At the Green / Takeaway,€1.00,Mon-Sat 07.00-19.00,FALSE,318975.6119,232779.0323,Orange
9116,Crawford Avenue,54 P&D / DP,at junct with Iona Rd grounds of Church,€1.60,Mon-Sun 07.00-24.00,FALSE,315668.09,236443.73,Green
9119,Martins Row,10,At Pharmacy,€1.00,Mon-Sat 07.00-19.00,FALSE,310290,234482,Orange
9121,Grosvenor Place,89 P&D / DP (Total),Opposite Number 31,€2.70,Mon-Fri 08.00-18.30,FALSE,315134.8931,231536.5772,Red
9123,Strand Road(North Car Park),41 P&D 4 Disabled Bays,,€0.60,Mon-Fri  11.00-17.00,FALSE,319394.6,232372.57,Blue
9124,Innisfallen Parade,102 P&D / DP,Corner of Killarney Parade,€1.60,Mon-Sun 07.00-24.00,FALSE,315553.6094,235950.6324,Green
9126,Kenilworth Park,118 P&D/PP,,€1.60,Mon-Sun 07.00-24.00,FALSE,314430.49,231481.69,Green
9128,Grattan Crescent,23 P&D (Total),At the park entrance,€1.00,Mon-Sat 10.00-16.00,TRUE,311943,233559,Orange
9129,Finglas Road,34 P/D,Opposite Cemetry,€1.00,Mon-Sat 07.00-19.00,FALSE,314694.63,236845.9,Orange
9132,Kenilworth Park,118 P&D / PP,O/s No. 14,€1.60,Mon-Sun 07.00-24.00,FALSE,314646,231201,Green
9138,Crawford Avenue,54 P/D & PP,Opp. No. 28,€1.60,Mon-Fri 07.00-19.00,FALSE,315709,236579,Green
9149,Jervis Street,12 P&D (Total),Wolfe Tone Park opp Jervis Centre,€3.20,Mon-Fri 07.00-19.00 Sun 14.00-18.00,FALSE,315500.024,234478.4021,Yellow
9151,Orwell Mews,26 P&D / DP,At Tennis Court updated 4/12/2014,€1.00,Mon-Fri 07.00-19.00,FALSE,315050,230284,Orange
9152,Dunville Avenue,8 P&D + 34 DP,Near shops & Beechwood Avenue,€2.70,Mon-Sat 07.00-19.00,FALSE,316223,231476,Red
9158,Ailesbury Road,169 P&D / DP (Total),At St. Anne's,€1.60,Mon-Fri 07.00-19.00,FALSE,317995.2526,231349.5122,Green
9160,Sandymount Village,46 P&D / DP (Total),At Sandymount Road / No 85 / Xtra Vision,€1.00,Mon-Sat 07.00-19.00,FALSE,318862.25,232886.72,Orange
9167,Lombard Street East,25 P&D + 18 DP (Total),Junction Of Quays,€2.70,Mon-Sat 07.00-19.00,FALSE,316723.3168,234318.1003,Red
9170,Erne Street Lower,42 P&D / DP,At Worldcom,€2.70,Mon-Sat 07.00-19.00,FALSE,316986.7953,234036.1437,Red
9171,Foley Street,14 P&D,At Five-Lamps,€2.70,Mon-Sat 07.00-19.00,FALSE,316630.8078,235022.4853,Red
9172,Gardiner Street Upper,9 P&D,Near the church,€3.20,Mon-Sat 07.00-19.00,FALSE,315883.8566,235586.1128,Yellow
9174,Church Ave (Drumcondra),58 P&D/DP,,€1.00,Mon -Sat 07.00-19.00,FALSE,316424.17,237043.36,Orange
9175,Catherine Street,12 P&D / DP,Off Swift's Alley,€2.70,Mon-Fri 08.00-18.30,FALSE,314787.7399,233686.5071,Red
9179,Seán McDermott Street,71 P&D / DP (Total),Opposite Rutland Street Lower,€2.70,Mon-Sat 07.00-19.00,FALSE,316472.1944,235140.4085,Red
9182,Thomas Street,17 P&D (Total),At Vicar Street,€2.70,Mon-Sat 10.00-16.00,TRUE,314767.7491,233853.3778,Red
9189,Church Avenue (Rathmines),29 P&D / DP,Near corner of Rathmines Rd Upr,€2.70,Mon-Sat 07.00-19.00,FALSE,315717.1699,231368.6468,Red
9191,Charleville Road (Rathmines),88 P&D / DP,At apartments / Junction of Wynnefield Rd,€2.70,Mon-Fri 08.00-18.30,FALSE,315482,231563,Red
9194,Sandymount Village,46 P&D / DP (Total),At Sandymount Road / Post office,€1.00,Mon-Sat 07..00-19.00,FALSE,318885.46,232879.14,Orange
9197,Wynnefield Road,12 P&D / PP,Outside Toilets,€2.70,Mon-Sat07.00-19.00,FALSE,315519,231576,Red
9199,Mount Joy Street,58 P&D / PP,,€3.20,Mon-Sun 07.00-24.00,FALSE,315294,235175,Yellow
9203,New Church Street,9 P&D on north side,changed 31/10/2014,€2.70,Mon-Sat 07.00-19.00,FALSE,314762.94,234419.64,Red
9206,Earl Street South,6 P&D + 20 DP,East of Marrowbone Lane,€2.70,Mon-Sat 07.00-24.00,FALSE,314551.4185,233706.5211,Red
9208,Bath Avenue,77 P&D / DP (Total),Opposite Number 83,€2.70,Mon-Fri 08.00-18.30,FALSE,318037.0243,233358.1655,Red
9210,Rathmines Road Upper,70 Spaces,Opposite no 183,€1.60,Mon-Sat 07.00-19.00,FALSE,315700,230819,Green
9211,Infirmary Road,33 P&D + 15 DP (Total),At Number 20,€1.60,Mon-Sat 07.00-19.00,FALSE,313476,234721,Green
9212,Kelly's Row,16 P&D / DP,At Flats,€3.20,Mon-Sat 08.30-19.00,FALSE,315758.3131,235592.8622,Yellow
9213,Connaught Street,62 P&D / DP (Total),Number 29,€1.60,Mon-Fri 08.00-18.30,FALSE,314913.2166,236091.738,Green
9216,Woodstock Gardens,18 P&D / DP,Corner of Ranelagh Rd,€2.70,Mon-Sun 07.00-24.00,FALSE,316705.0154,231730.3931,Red
9218,Belgrave Square East,18 P&D / DP,Opposite Park,€2.70,Mon-Fri 08.00-18.30,FALSE,316019.5054,231626.3329,Red
9219,Mountain View Road,95 P&D / DP (Total),Top of Anna Villa Rd,€1.60,Mon-Sat 07.00-19.00,FALSE,316545.9163,231469.7988,Green
9220,Woodville Road,13 P&D+Permit,at side of no.203 Botanic Ave,€1.60,Mon-Sun 07.00-24.00,FALSE,315929,236749,Orange
9221,David Road,28 P/D & PP,Whitworth Road junction,€1.60,Mon-Sun 07.00-24.00,FALSE,315320,236238,Green
9222,Brunswick Street North,24 P&D / DP (Total),At Boys' School,€2.70,Mon-Sat 07.00-19.00,FALSE,314652.8977,234717.0463,Red
9223,Winton Road,62 P&D / DP (Total),At Entrance To Tennis Club,€2.70,Mon-Fri 08.00-18.30,FALSE,316623,232275,Red
9230,Rosemount Road,32 P&D / DP,At NCR Junction / At Side Of Number 284,€2.70,Mon-Fri 08.00-18.30,FALSE,314635,235720,Red
9258,Castleforbes Road,48 PD,Junction Mayor Street Upper,€2.70,Mon-Fri 07.00-19.00,FALSE,317795,234563,Red
9268,Clontarf Road,29 P&D / DP (Total),Near Hollybrook Road,€1.00,Mon-Sat 07.00-16.00,TRUE,318667.0534,236171.5758,Orange
9276,Brendan Road,66 P&D / DP,At Number 1,€2.70,Mon-Fri 08.00-18.30,FALSE,317412.8354,231839.2941,Red
9290,Stamer Street,38 P&D / DP (Total),Junction Of Harrington Street,€2.70,Mon-Sat 07.00-19.00,FALSE,315421.05,232715.7334,Red
